primary_key,date,Position,Track Name,Artist,Streams,URL,ID,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,uri,valence
2Fxmhks0bxGSBdJ92vM42m_2019-05-02,2019-05-02,1,bad guy,Billie Eilish,5571349,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562
6u7jPi22kF8CTQ3rb9DHE7_2019-05-02,2019-05-02,2,Old Town Road - Remix,Lil Nas X,4342932,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,6u7jPi22kF8CTQ3rb9DHE7,0.0533,https://api.spotify.com/v1/audio-analysis/6u7jPi22kF8CTQ3rb9DHE7,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,https://api.spotify.com/v1/tracks/6u7jPi22kF8CTQ3rb9DHE7,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,0.639
4Sib57MmYGJzSvkW84jTwh_2019-05-02,2019-05-02,3,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,4264470,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh,4Sib57MmYGJzSvkW84jTwh,0.0291,https://api.spotify.com/v1/audio-analysis/4Sib57MmYGJzSvkW84jTwh,0.614,193040,0.839,0.0,0,0.112,-4.143,1,0.0702,182.123,4,https://api.spotify.com/v1/tracks/4Sib57MmYGJzSvkW84jTwh,spotify:track:4Sib57MmYGJzSvkW84jTwh,0.657
53CJANUxooaqGOtdsBTh7O_2019-05-02,2019-05-02,4,Old Town Road,Lil Nas X,3241903,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,53CJANUxooaqGOtdsBTh7O,0.0361,https://api.spotify.com/v1/audio-analysis/53CJANUxooaqGOtdsBTh7O,0.908,113013,0.517,1.73e-06,1,0.0949,-6.063,1,0.129,136.019,4,https://api.spotify.com/v1/tracks/53CJANUxooaqGOtdsBTh7O,spotify:track:53CJANUxooaqGOtdsBTh7O,0.471
6nDKrPlXdpomGBgAlO7UdP_2019-05-02,2019-05-02,5,SOS,Avicii,3127023,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,6nDKrPlXdpomGBgAlO7UdP,0.272,https://api.spotify.com/v1/audio-analysis/6nDKrPlXdpomGBgAlO7UdP,0.802,157202,0.645,0.0,5,0.119,-6.181,0,0.0715,100.001,4,https://api.spotify.com/v1/tracks/6nDKrPlXdpomGBgAlO7UdP,spotify:track:6nDKrPlXdpomGBgAlO7UdP,0.376
5w9c2J52mkdntKOmRLeM2m_2019-05-02,2019-05-02,6,Con Calma,Daddy Yankee,2918250,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,0.11,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,spotify:track:5w9c2J52mkdntKOmRLeM2m,0.656
6ocbgoVGwYJhOv1GgI9NsF_2019-05-02,2019-05-02,7,7 rings,Ariana Grande,2896607,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,6ocbgoVGwYJhOv1GgI9NsF,0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627,0.317,0.0,1,0.0881,-10.732,0,0.334,140.048,4,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327
3KkXRkHbMCARz0aVfEt68P_2019-05-02,2019-05-02,8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2885345,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,3KkXRkHbMCARz0aVfEt68P,0.556,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.913
4y3OI86AEP6PQoDE6olYhO_2019-05-02,2019-05-02,9,Sucker,Jonas Brothers,2787620,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,4y3OI86AEP6PQoDE6olYhO,0.0427,https://api.spotify.com/v1/audio-analysis/4y3OI86AEP6PQoDE6olYhO,0.842,181040,0.734,0.0,1,0.106,-5.065,0,0.0588,137.958,4,https://api.spotify.com/v1/tracks/4y3OI86AEP6PQoDE6olYhO,spotify:track:4y3OI86AEP6PQoDE6olYhO,0.952
5KawlOMHjWeUjQtnuRs22c_2019-05-02,2019-05-02,10,Boy With Luv (feat. Halsey),BTS,2680667,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,5KawlOMHjWeUjQtnuRs22c,0.0923,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,0.645,229773,0.862,0.0,11,0.192,-4.757,0,0.0965,119.991,4,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,spotify:track:5KawlOMHjWeUjQtnuRs22c,0.798
6TqXcAFInzjp0bODyvrWEq_2019-05-02,2019-05-02,11,Talk,Khalid,2589530,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6TqXcAFInzjp0bODyvrWEq,0.051,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,0.901,197573,0.4,0.0,0,0.0599,-8.575,1,0.126,135.984,4,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,spotify:track:6TqXcAFInzjp0bODyvrWEq,0.346
4SSnFejRGlZikf02HLewEF_2019-05-02,2019-05-02,12,bury a friend,Billie Eilish,2307957,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,4SSnFejRGlZikf02HLewEF,0.74,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,0.905,193143,0.389,0.162,8,0.106,-14.505,1,0.332,120.046,4,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,0.196
2VxeLyX666F8uXCJ0dZF8B_2019-05-02,2019-05-02,13,Shallow,Lady Gaga,2283316,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,0.371,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,0.572,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.799,4,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.323
6MWtB6iiXyIwun0YzU6DFP_2019-05-02,2019-05-02,14,Wow.,Post Malone,2246312,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,6MWtB6iiXyIwun0YzU6DFP,0.163,https://api.spotify.com/v1/audio-analysis/6MWtB6iiXyIwun0YzU6DFP,0.833,149520,0.539,2.1e-06,11,0.101,-7.399,0,0.178,99.947,4,https://api.spotify.com/v1/tracks/6MWtB6iiXyIwun0YzU6DFP,spotify:track:6MWtB6iiXyIwun0YzU6DFP,0.385
5WHTFyqSii0lmT9R21abT8_2019-05-02,2019-05-02,15,Don't Call Me Up,Mabel,2185342,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,5WHTFyqSii0lmT9R21abT8,0.296,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,0.674,178480,0.881,3.01e-06,9,0.0793,-2.853,1,0.147,98.994,4,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,spotify:track:5WHTFyqSii0lmT9R21abT8,0.234
43zdsphuZLzwA9k4DJhU0I_2019-05-02,2019-05-02,16,when the party's over,Billie Eilish,1994191,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,0.978,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,0.367,196077,0.111,3.97e-05,4,0.0897,-14.084,1,0.0972,82.642,4,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.198
4pUCKHjJ4Ijewc37rRrvHn_2019-05-02,2019-05-02,17,Kill This Love,BLACKPINK,1969114,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,4pUCKHjJ4Ijewc37rRrvHn,0.32,https://api.spotify.com/v1/audio-analysis/4pUCKHjJ4Ijewc37rRrvHn,0.738,189052,0.861,0.00175,2,0.325,-4.141,1,0.237,131.974,4,https://api.spotify.com/v1/tracks/4pUCKHjJ4Ijewc37rRrvHn,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,0.58
