primary_key,date,Position,Track Name,Artist,Streams,URL,ID,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,uri,valence
6v3KW9xbzN5yKLt9YKDYA2_2019-09-11,2019-09-11,1,Señorita,Shawn Mendes,6159606,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2,0.0392,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,0.749
51MMC5DogGZAnHil5HQAXg_2019-09-11,2019-09-11,2,Circles,Post Malone,5998924,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg,51MMC5DogGZAnHil5HQAXg,0.207,https://api.spotify.com/v1/audio-analysis/51MMC5DogGZAnHil5HQAXg,0.701,215280,0.754,0.000691,0,0.0829,-3.463,1,0.0396,120.01,4,https://api.spotify.com/v1/tracks/51MMC5DogGZAnHil5HQAXg,spotify:track:51MMC5DogGZAnHil5HQAXg,0.552
6vBdBCoOhKHiYDDOcorfNo_2019-09-11,2019-09-11,3,Goodbyes (Feat. Young Thug),Post Malone,4630252,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,6vBdBCoOhKHiYDDOcorfNo,0.447,https://api.spotify.com/v1/audio-analysis/6vBdBCoOhKHiYDDOcorfNo,0.58,174960,0.653,0.0,5,0.111,-3.818,1,0.0745,150.231,4,https://api.spotify.com/v1/tracks/6vBdBCoOhKHiYDDOcorfNo,spotify:track:6vBdBCoOhKHiYDDOcorfNo,0.175
7C39RtGhnEw7cyf0Pyw7PV_2019-09-11,2019-09-11,4,Saint-Tropez,Post Malone,4016446,https://open.spotify.com/track/7C39RtGhnEw7cyf0Pyw7PV,7C39RtGhnEw7cyf0Pyw7PV,0.0538,https://api.spotify.com/v1/audio-analysis/7C39RtGhnEw7cyf0Pyw7PV,0.633,150867,0.645,0.0,0,0.104,-3.581,1,0.0442,132.018,4,https://api.spotify.com/v1/tracks/7C39RtGhnEw7cyf0Pyw7PV,spotify:track:7C39RtGhnEw7cyf0Pyw7PV,0.287
4Yq3XUNfWrAPWuB94qkC09_2019-09-11,2019-09-11,5,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,3743674,https://open.spotify.com/track/4Yq3XUNfWrAPWuB94qkC09,4Yq3XUNfWrAPWuB94qkC09,0.118,https://api.spotify.com/v1/audio-analysis/4Yq3XUNfWrAPWuB94qkC09,0.495,229573,0.822,0.0,1,0.151,-2.611,0,0.047,140.001,4,https://api.spotify.com/v1/tracks/4Yq3XUNfWrAPWuB94qkC09,spotify:track:4Yq3XUNfWrAPWuB94qkC09,0.254
1rgnBhdG2JDFTbYkYRZAku_2019-09-11,2019-09-11,6,Dance Monkey,Tones and I,3711682,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku,0.688,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,0.825,209755,0.593,0.000161,6,0.17,-6.401,0,0.0988,98.078,4,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,spotify:track:1rgnBhdG2JDFTbYkYRZAku,0.54
2ksOAxtIxY8yElEWw8RhgK_2019-09-11,2019-09-11,7,China,Anuel AA,3652615,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2ksOAxtIxY8yElEWw8RhgK,0.0846,https://api.spotify.com/v1/audio-analysis/2ksOAxtIxY8yElEWw8RhgK,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,https://api.spotify.com/v1/tracks/2ksOAxtIxY8yElEWw8RhgK,spotify:track:2ksOAxtIxY8yElEWw8RhgK,0.609
77Y7tccX9Hx5iClDr39uy9_2019-09-11,2019-09-11,8,Hollywood's Bleeding,Post Malone,3626543,https://open.spotify.com/track/77Y7tccX9Hx5iClDr39uy9,77Y7tccX9Hx5iClDr39uy9,0.309,https://api.spotify.com/v1/audio-analysis/77Y7tccX9Hx5iClDr39uy9,0.354,156267,0.633,0.0,4,0.104,-3.188,0,0.0645,160.082,4,https://api.spotify.com/v1/tracks/77Y7tccX9Hx5iClDr39uy9,spotify:track:77Y7tccX9Hx5iClDr39uy9,0.19
6EOKwHETwSkZ9gW2b6ASE0_2019-09-11,2019-09-11,9,Ransom,Lil Tecca,3446418,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,6EOKwHETwSkZ9gW2b6ASE0,0.0204,https://api.spotify.com/v1/audio-analysis/6EOKwHETwSkZ9gW2b6ASE0,0.745,131240,0.642,0.0,7,0.0658,-6.257,0,0.287,179.974,4,https://api.spotify.com/v1/tracks/6EOKwHETwSkZ9gW2b6ASE0,spotify:track:6EOKwHETwSkZ9gW2b6ASE0,0.226
70eFcWOvlMObDhURTqT4Fv_2019-09-11,2019-09-11,10,Beautiful People (feat. Khalid),Ed Sheeran,3319197,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,70eFcWOvlMObDhURTqT4Fv,0.124,https://api.spotify.com/v1/audio-analysis/70eFcWOvlMObDhURTqT4Fv,0.64,197867,0.648,0.0,5,0.0802,-8.113,0,0.187,92.977,4,https://api.spotify.com/v1/tracks/70eFcWOvlMObDhURTqT4Fv,spotify:track:70eFcWOvlMObDhURTqT4Fv,0.548
6UFEJuDXQMWhL5UH5f9fUR_2019-09-11,2019-09-11,11,Enemies (feat. DaBaby),Post Malone,3285951,https://open.spotify.com/track/6UFEJuDXQMWhL5UH5f9fUR,6UFEJuDXQMWhL5UH5f9fUR,0.0832,https://api.spotify.com/v1/audio-analysis/6UFEJuDXQMWhL5UH5f9fUR,0.682,196760,0.667,0.0,6,0.0984,-4.194,1,0.139,150.205,4,https://api.spotify.com/v1/tracks/6UFEJuDXQMWhL5UH5f9fUR,spotify:track:6UFEJuDXQMWhL5UH5f9fUR,0.696
4VqTRBvYg0z8C4nsl4Hupy_2019-09-11,2019-09-11,12,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3273315,https://open.spotify.com/track/4VqTRBvYg0z8C4nsl4Hupy,4VqTRBvYg0z8C4nsl4Hupy,0.565,https://api.spotify.com/v1/audio-analysis/4VqTRBvYg0z8C4nsl4Hupy,0.741,157560,0.529,0.0,2,0.0689,-4.45,1,0.0563,90.0,4,https://api.spotify.com/v1/tracks/4VqTRBvYg0z8C4nsl4Hupy,spotify:track:4VqTRBvYg0z8C4nsl4Hupy,0.924
7qEHsqek33rTcFNT9PFqLf_2019-09-11,2019-09-11,13,Someone You Loved,Lewis Capaldi,3127963,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,0.751,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.446
51Fjme0JiitpyXKuyQiCDo_2019-09-11,2019-09-11,14,Lalala,Y2K,3077467,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,51Fjme0JiitpyXKuyQiCDo,0.181,https://api.spotify.com/v1/audio-analysis/51Fjme0JiitpyXKuyQiCDo,0.843,160627,0.391,0.0,2,0.137,-7.899,1,0.0845,129.972,4,https://api.spotify.com/v1/tracks/51Fjme0JiitpyXKuyQiCDo,spotify:track:51Fjme0JiitpyXKuyQiCDo,0.496
2Fxmhks0bxGSBdJ92vM42m_2019-09-11,2019-09-11,15,bad guy,Billie Eilish,3053178,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562
6b2RcmUt1g9N9mQ3CbjX2Y_2019-09-11,2019-09-11,16,How Do You Sleep?,Sam Smith,2951778,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,https://api.spotify.com/v1/audio-analysis/6b2RcmUt1g9N9mQ3CbjX2Y,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,https://api.spotify.com/v1/tracks/6b2RcmUt1g9N9mQ3CbjX2Y,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,0.345
59PYPDxTbqJpiGfyogPb5h_2019-09-11,2019-09-11,17,Die For Me (feat. Future & Halsey),Post Malone,2838358,https://open.spotify.com/track/59PYPDxTbqJpiGfyogPb5h,59PYPDxTbqJpiGfyogPb5h,0.21,https://api.spotify.com/v1/audio-analysis/59PYPDxTbqJpiGfyogPb5h,0.603,245267,0.666,0.0,0,0.232,-2.853,1,0.0459,145.046,4,https://api.spotify.com/v1/tracks/59PYPDxTbqJpiGfyogPb5h,spotify:track:59PYPDxTbqJpiGfyogPb5h,0.452
