primary_key,date,Position,Track Name,Artist,Streams,URL,ID,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,uri,valence
6v3KW9xbzN5yKLt9YKDYA2_2019-08-23,2019-08-23,1,Señorita,Shawn Mendes,6995707,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2,0.0392,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,0.749
1dGr1c8CrMLDpV6mPbImSI_2019-08-23,2019-08-23,2,Lover,Taylor Swift,5550879,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,1dGr1c8CrMLDpV6mPbImSI,0.492,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI,0.359,221307,0.543,1.58e-05,7,0.118,-7.582,1,0.0919,68.534,4,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.453
2ksOAxtIxY8yElEWw8RhgK_2019-08-23,2019-08-23,3,China,Anuel AA,4653233,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2ksOAxtIxY8yElEWw8RhgK,0.0846,https://api.spotify.com/v1/audio-analysis/2ksOAxtIxY8yElEWw8RhgK,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,https://api.spotify.com/v1/tracks/2ksOAxtIxY8yElEWw8RhgK,spotify:track:2ksOAxtIxY8yElEWw8RhgK,0.609
3RauEVgRgj1IuWdJ9fDs70_2019-08-23,2019-08-23,4,The Man,Taylor Swift,4612079,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,3RauEVgRgj1IuWdJ9fDs70,0.0767,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70,0.777,190360,0.658,0.0,0,0.0901,-5.191,1,0.054,110.048,4,https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,0.633
1BxfuPKGuaTgP7aM0Bbdwr_2019-08-23,2019-08-23,5,Cruel Summer,Taylor Swift,4103386,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,1BxfuPKGuaTgP7aM0Bbdwr,0.117,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,0.552,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.564
43rA71bccXFGD4C8GOpIlN_2019-08-23,2019-08-23,6,I Forgot That You Existed,Taylor Swift,4088065,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,43rA71bccXFGD4C8GOpIlN,0.298,https://api.spotify.com/v1/audio-analysis/43rA71bccXFGD4C8GOpIlN,0.664,170640,0.316,2.03e-06,5,0.0812,-10.345,1,0.519,92.875,4,https://api.spotify.com/v1/tracks/43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,0.541
1kBbgxAUc4HQv7cgIayIDH_2019-08-23,2019-08-23,7,Ransom,Lil Tecca,3687621,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,1kBbgxAUc4HQv7cgIayIDH,0.0204,https://api.spotify.com/v1/audio-analysis/1kBbgxAUc4HQv7cgIayIDH,0.745,131280,0.642,0.0,7,0.0658,-6.257,0,0.287,179.974,4,https://api.spotify.com/v1/tracks/1kBbgxAUc4HQv7cgIayIDH,spotify:track:1kBbgxAUc4HQv7cgIayIDH,0.226
6vBdBCoOhKHiYDDOcorfNo_2019-08-23,2019-08-23,8,Goodbyes (Feat. Young Thug),Post Malone,3584597,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,6vBdBCoOhKHiYDDOcorfNo,0.447,https://api.spotify.com/v1/audio-analysis/6vBdBCoOhKHiYDDOcorfNo,0.58,174960,0.653,0.0,5,0.111,-3.818,1,0.0745,150.231,4,https://api.spotify.com/v1/tracks/6vBdBCoOhKHiYDDOcorfNo,spotify:track:6vBdBCoOhKHiYDDOcorfNo,0.175
70eFcWOvlMObDhURTqT4Fv_2019-08-23,2019-08-23,9,Beautiful People (feat. Khalid),Ed Sheeran,3506239,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,70eFcWOvlMObDhURTqT4Fv,0.124,https://api.spotify.com/v1/audio-analysis/70eFcWOvlMObDhURTqT4Fv,0.64,197867,0.648,0.0,5,0.0802,-8.113,0,0.187,92.977,4,https://api.spotify.com/v1/tracks/70eFcWOvlMObDhURTqT4Fv,spotify:track:70eFcWOvlMObDhURTqT4Fv,0.548
2Fxmhks0bxGSBdJ92vM42m_2019-08-23,2019-08-23,10,bad guy,Billie Eilish,3387792,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562
